condition,mouse,FOV,day,sample_id,source_file,roi_index,roi_label,roi_x,roi_y,n_frames,mean_signal,std_signal,min_signal,max_signal,baseline_center,threshold,n_events,mean_event_duration,max_event_duration,mean_event_amplitude,max_event_amplitude,auc_above_baseline,peak_frame,peak_value,global_slope,Cluster,PCA1,PCA2,UMAP1,UMAP2
resp,U719,Reg02_z194,d11,resp_U719_Reg02_z194_d11,data_d11.mat,334,ROI334,84.0,14.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-12.3019085,21.301823
inh,U872,Reg01_z234,d11,inh_U872_Reg01_z234_d11,data_d11.mat,287,ROI287,182.0,385.0,2088,0.26621338131114525,0.11474173641749187,0.0029416888503660493,0.862642730179647,0.2848283059814154,0.5325492232486138,7,6.571428571428571,9.0,0.4239249669879549,0.5778144241982316,56.0649516988759,508.0,0.862642730179647,-6.758867010648026e-05,0,-0.030683726,0.32296053,5.4474745,6.2282047
sham,U413,Reg03_z135,d15,sham_U413_Reg03_z135_d15,data_d15.mat,69,ROI69,463.0,821.0,2088,0.1517329444587945,0.14989428803004198,-0.42736323697519535,1.2705707411908322,0.17637696477579098,0.497203266987985,8,6.125,12.0,0.5311984610575089,1.0941937764150413,73.29452905527211,146.0,1.2705707411908322,-8.065360959877534e-05,0,-0.09886337,0.163844,5.023256,4.2540545
sham,V532,Reg01_z130,d1,sham_V532_Reg01_z130_d1,data_d1.mat,103,ROI103,790.0,868.0,2088,0.14564059630974902,0.07645923942039422,-0.013512490778122615,0.552671901634333,0.13148364723483136,0.29856687895817374,12,6.5,9.0,0.28685666170386176,0.42118825439950164,72.49593673257957,2049.0,0.552671901634333,1.5043405759991053e-05,0,-0.15159242,0.1250617,7.355674,3.3335435
unresp,U235,Reg01_z209,d15,unresp_U235_Reg01_z209_d15,data_d15.mat,274,ROI274,115.0,376.0,2088,0.21441951606544637,0.22658335589749176,0.014501859099701404,2.454824961358944,0.22358291929633503,0.6395843059731117,6,10.333333333333334,24.0,0.9636677365347227,2.231242042062609,92.62827349972923,1520.0,2.454824961358944,1.3521565093811049e-05,0,0.06208913,-0.23985766,5.211985,0.20140079
unresp,U235,Reg01_z252,d3,unresp_U235_Reg01_z252_d3,data_d3.mat,124,ROI124,896.0,642.0,2088,0.4513439008159734,0.13515553688375653,0.08240844184625536,0.9211401185560648,0.3965087936152276,0.6118696412509524,25,5.68,15.0,0.3457548807580178,0.5246313249408372,122.55531366491218,1006.0,0.9211401185560648,7.721948190159977e-06,1,0.22437242,0.07888122,10.420397,2.6870446
sham,V533,Reg01_z233,d7,sham_V533_Reg01_z233_d7,data_d7.mat,429,ROI429,733.0,24.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,0.81799227,29.259766
unresp,T652,Reg01_z198,d1,unresp_T652_Reg01_z198_d1,data_d1.mat,103,ROI103,846.0,243.0,2088,0.11714871085693013,0.08110834341977015,-0.02131191502363022,1.0673717751139336,0.0955176286508899,0.22682815793891797,14,7.5,17.0,0.28231215574256596,0.9718541464630437,72.7935505726868,1902.0,1.0673717751139336,1.0336245815946653e-05,1,-0.15328676,-0.14838353,8.309427,1.6696038
resp,U849,Reg01_z133,d7,resp_U849_Reg01_z133_d7,data_d7.mat,45,ROI45,393.0,676.0,2088,0.5170720077830931,0.32876792450803666,0.017884370531856826,3.3745997122091147,0.32363685575123047,0.5656758739287049,33,15.333333333333334,77.0,0.6414255901265231,3.0509628564578843,378.61777295558363,1522.0,3.3745997122091147,0.00022575027109896339,1,0.7051274,-1.8425821,13.16831,3.128962
inh,U411,Reg03_z272,d23,inh_U411_Reg03_z272_d23,data_d23.mat,143,ROI143,890.0,427.0,2088,0.14430060159262528,0.04876531790308837,-0.03794287637583276,0.3669999394561252,0.1426713522886921,0.2831609448864775,2,4.0,5.0,0.19003823843680898,0.2243285871674331,38.52591556130999,307.0,0.3669999394561252,-1.1745133668605314e-05,0,-0.2202566,0.573709,0.79512775,8.522849
unresp,T652,Reg01_z241,d15,unresp_T652_Reg01_z241_d15,data_d15.mat,230,ROI230,235.0,663.0,2088,0.19224586845015965,0.07880519623839431,-0.13128720000353053,0.4891745889971774,0.21607905652536546,0.43642589000819476,0,,,,,42.82606335783866,806.0,0.4891745889971774,-2.919766972870219e-05,0,-0.12865871,0.25827238,13.668056,10.947383
unresp,U234,Reg01_z174,d5,unresp_U234_Reg01_z174_d5,data_d5.mat,81,ROI81,914.0,34.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,10.900662,22.856606
inh,U480,Reg01_z130,d3,inh_U480_Reg01_z130_d3,data_d3.mat,63,ROI63,363.0,249.0,2088,0.21459064313059273,0.12745329343820122,-0.03871402404708901,0.9704080739596799,0.1734530579575296,0.40688571723839195,16,9.875,25.0,0.4100150189032642,0.7969550160021502,131.60854382663288,76.0,0.9704080739596799,-1.7290121092213255e-05,1,0.022440556,-0.43180984,9.36246,0.26033178
sham,U411,Reg01_z275,d7,sham_U411_Reg01_z275_d7,data_d7.mat,46,ROI46,906.0,672.0,2088,0.1341917952250529,0.10387686861170857,-0.05629517976776847,1.6165470201070302,0.10618072212291318,0.27215301435227457,7,11.714285714285714,23.0,0.44001572666319266,1.510366297984117,84.41603202111239,1.0,1.6165470201070302,-3.571320602302552e-05,0,-0.09051699,-0.41401902,5.513486,-0.3794845
resp,U849,Reg01_z145,d15,resp_U849_Reg01_z145_d15,data_d15.mat,18,ROI18,429.0,454.0,2088,0.14433884614975753,0.11835920467943399,-0.10634831622545113,0.6567563300197695,0.15054644975824422,0.5027939040417875,2,6.5,7.0,0.49319674164847405,0.5062098802615254,91.90015081447197,567.0,0.6567563300197695,-0.00010789887515351856,0,-0.12754735,0.34323326,0.56931925,5.8061614
inh,U480,Reg01_z270,d11,inh_U480_Reg01_z270_d11,data_d11.mat,94,ROI94,956.0,241.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-11.617434,24.24952
sham,V529,Reg02_z138,d3,sham_V529_Reg02_z138_d3,data_d3.mat,363,ROI363,309.0,616.0,2088,0.26620028957446745,0.08743635108069657,-0.012583979073755747,0.6089755177261471,0.2166767295048685,0.43898436418370756,4,5.75,7.0,0.3169898923806027,0.3922987882212786,90.28032785613772,591.0,0.6089755177261471,2.8566412623875047e-05,0,-0.032340977,0.4622578,3.479016,6.7842875
unresp,T652,Reg01_z175,d3,unresp_T652_Reg01_z175_d3,data_d3.mat,165,ROI165,111.0,133.0,2088,0.1739382002308532,0.07210474875531554,-0.03381902249428949,0.43680859473539874,0.16846255658029585,0.3253126595789744,8,5.875,11.0,0.23042038386741653,0.2683460381551029,61.87087795600057,1142.0,0.43680859473539874,-1.1747450954305822e-05,0,-0.14350675,0.23761345,5.1686263,4.297825
sham,V529,Reg02_z138,d15,sham_V529_Reg02_z138_d15,data_d15.mat,223,ROI223,801.0,628.0,2088,0.29871983607021985,0.09885508503844136,-0.04308480247338532,0.6146342191354586,0.3120800720298665,0.5211861279590182,2,3.5,4.0,0.284601798967806,0.3025541471055921,32.084768390216354,279.0,0.6146342191354586,-5.6093341298725386e-05,0,-0.058450047,0.75742084,4.981812,8.8341875
sham,V528,Reg01_z167,d3,sham_V528_Reg01_z167_d3,data_d3.mat,161,ROI161,653.0,160.0,2088,0.2194308375979313,0.11311335000459864,0.006227404236933354,1.2058070566544286,0.2007673668964163,0.4105957799862471,12,6.5,13.0,0.40336324992147055,1.0050396897580123,86.75944918553913,977.0,1.2058070566544286,-3.915310728962749e-08,0,-0.037380084,0.11799175,7.7476044,3.6133254
unresp,U861,Reg01_z131,d11,unresp_U861_Reg01_z131_d11,data_d11.mat,426,ROI426,898.0,635.0,2088,0.35541586096006494,1.1562394325118617,-0.4822475114698919,6.390134395260941,-0.028099782710416965,0.23102944509425927,15,15.4,129.0,0.8498827687757899,6.418234177971358,509.06204319598555,598.0,6.390134395260941,-1.9363225508590694e-05,1,0.84170264,-2.6112924,13.377386,4.2730207
sham,U875,Reg01_z106,d15,sham_U875_Reg01_z106_d15,data_d15.mat,177,ROI177,600.0,171.0,2088,0.21554380244192903,0.2399446682462532,-0.19748264218973463,1.9619106428096462,0.11349585469208659,0.27869774229109656,22,14.136363636363637,38.0,0.48048454727448,1.8484147881175597,185.15865734981534,797.0,1.9619106428096462,0.00013204708082599137,1,0.14055333,-1.1023934,12.221414,1.9709418
sham,V528,Reg01_z147,d3,sham_V528_Reg01_z147_d3,data_d3.mat,348,ROI348,348.0,277.0,2088,0.18559241322822562,0.05766662452730434,-0.0023165723491199225,0.35896620113988814,0.17131021174884134,0.3055995991110684,3,3.6666666666666665,5.0,0.16087945714443808,0.1876559893910468,30.26867442261963,511.0,0.35896620113988814,1.56099360401917e-05,0,-0.1888442,0.61337346,1.6629032,7.8896017
unresp,U863,Reg01_z137,d3,unresp_U863_Reg01_z137_d3,data_d3.mat,157,ROI157,759.0,954.0,2088,0.04784002840067252,0.08966510957996172,-0.18998878834294786,0.20243919431908125,0.0718933108107552,0.2718474514999819,0,,,,,4.027481424347165,90.0,0.20243919431908125,-0.00042639077616464993,0,-0.31423715,0.13474992,12.74536,14.655164
resp,U545,Reg01_z170,d5,resp_U545_Reg01_z170_d5,data_d5.mat,299,ROI299,603.0,486.0,2088,0.18025965243245762,0.13146711856505508,0.0058813106192011815,1.0111812445523738,0.15989383196995705,0.2975930048738421,7,8.571428571428571,16.0,0.4728721856104035,0.8512874125824168,36.29690231816505,51.0,1.0111812445523738,-0.0001266179949025456,0,-0.116996445,-0.018431922,4.40498,1.5398725
inh,U413,Reg03_z234,d23,inh_U413_Reg03_z234_d23,data_d23.mat,164,ROI164,601.0,610.0,2088,0.18284361033737725,0.07082778770481804,-0.04725123444745024,0.46447851622332287,0.15564567852671757,0.3401125297850912,4,6.5,12.0,0.2545406370171726,0.3088328376966053,82.74292092990639,822.0,0.46447851622332287,2.0261731907519107e-05,0,-0.11818812,0.2531691,2.3169243,4.0176654
resp,T649,Reg01_z139,d9,resp_T649_Reg01_z139_d9,data_d9.mat,407,ROI407,424.0,1014.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-4.5910907,-9.438295
unresp,T652,Reg01_z219,d9,unresp_T652_Reg01_z219_d9,data_d9.mat,262,ROI262,319.0,646.0,2088,0.18944709060790285,0.07604848161846105,0.0013986174356656333,0.5336135164861205,0.18251101167025402,0.4084743696364189,3,5.666666666666667,7.0,0.30873503825163146,0.3511025048158665,47.06904079908348,179.0,0.5336135164861205,-4.593226617453427e-06,0,-0.14422208,0.43311584,1.9743791,6.7438188
resp,U866,Reg01_z125,d23,resp_U866_Reg01_z125_d23,data_d23.mat,308,ROI308,664.0,750.0,2088,0.16996919225950366,0.12325542005764187,-0.0705701934604408,1.064807475318226,0.18802657851944876,0.4868364770455175,3,11.0,17.0,0.6972186725869584,0.8767808967987771,65.10723804376437,933.0,1.064807475318226,2.0023759076394232e-07,0,-0.07312302,-0.14878471,2.6820583,0.7379188
unresp,U236,Reg01_z237,d7,unresp_U236_Reg01_z237_d7,data_d7.mat,133,ROI133,76.0,407.0,2088,0.12594615204504858,0.05971369170103542,-0.13516239032726088,0.3592470025008011,0.12256771428321464,0.2427255806112184,5,7.8,10.0,0.19276405129910043,0.23667928821758646,50.560758011766225,1128.0,0.3592470025008011,-9.159791561624212e-06,0,-0.20305666,0.12858197,2.3724983,3.3670225
inh,U412,Reg01_z217,d5,inh_U412_Reg01_z217_d5,data_d5.mat,356,ROI356,498.0,181.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-11.627089,24.254446
sham,U411,Reg03_z198,d9,sham_U411_Reg03_z198_d9,data_d9.mat,12,ROI12,482.0,530.0,2088,0.15359771217681678,0.10797427414609718,-0.030101846909865487,1.077304456418284,0.14409145666882536,0.27474580674664895,10,9.5,22.0,0.43579738569804694,0.9332129997494587,68.56202026713031,1934.0,1.077304456418284,-7.359329796950354e-06,0,-0.1008037,-0.27234647,6.330268,0.3382255
unresp,U236,Reg01_z198,d7,unresp_U236_Reg01_z198_d7,data_d7.mat,338,ROI338,141.0,869.0,2088,0.4456401651537145,0.7227586760361623,-0.022393379976202922,5.757038748527127,0.17682937738983134,0.4862231124158309,18,16.61111111111111,33.0,2.0936793136172485,5.580209371137296,450.5024044195224,1208.0,5.757038748527127,0.00024105231322667272,1,0.7913227,-0.94553345,11.729039,2.840691
resp,U545,Reg01_z132,d15,resp_U545_Reg01_z132_d15,data_d15.mat,103,ROI103,19.0,473.0,2088,0.13793006567476093,0.09546962919725165,-0.017662920738673572,0.833697626552419,0.12108651460899657,0.22158158388653876,16,11.0625,35.0,0.28180174571527483,0.7126111119434224,54.99971622147252,765.0,0.833697626552419,-1.2170885751366447e-05,1,-0.114747174,-0.744241,9.288591,-0.7335315
sham,V529,Reg03_z204,d5,sham_V529_Reg03_z204_d5,data_d5.mat,29,ROI29,401.0,46.0,2088,0.2046323227960202,0.08459568899431134,-0.024503352527018234,0.6802647216091782,0.20030891268782194,0.3655850924719518,8,6.375,9.0,0.292297521268332,0.47995580892135625,47.71355675018988,540.0,0.6802647216091782,-3.800998990553145e-05,0,-0.11602319,0.26392582,5.084654,4.194558
resp,U194,Reg01_z283,d5,resp_U194_Reg01_z283_d5,data_d5.mat,185,ROI185,392.0,618.0,2088,0.18021682305418577,0.06656149810909641,0.031125369267976627,0.3903996777216249,0.20250852397979063,0.3350740540983468,1,7.0,7.0,0.1878911537418343,0.1878911537418343,3.3083160543133214,22.0,0.3903996777216249,0.00016482950607768127,0,-0.19503474,0.3779796,-0.8839843,4.31352
unresp,U234,Reg02_z150,d11,unresp_U234_Reg02_z150_d11,data_d11.mat,291,ROI291,360.0,471.0,2088,0.24705569016207743,0.20842550956845993,-0.04048844085448169,1.0360300275496777,0.20750751462701578,0.4500434025490014,3,13.0,28.0,0.5473236972657358,0.8285225129226619,25.056260863552943,203.0,1.0360300275496777,0.00032849966698897794,0,-0.012067024,-0.4296116,4.7364326,-0.7328838
resp,U194,Reg01_z199,d3,resp_U194_Reg01_z199_d3,data_d3.mat,272,ROI272,502.0,9.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-18.385883,15.502175
resp,T649,Reg02_z166,d3,resp_T649_Reg02_z166_d3,data_d3.mat,272,ROI272,167.0,435.0,2088,0.37450822014737195,0.12139758271841654,-0.008119009285688981,0.7556859695743492,0.3230696753166562,0.6415915608440643,3,3.0,3.0,0.40295196550914286,0.432616294257693,110.38704865039236,1396.0,0.7556859695743492,5.939328388224048e-06,0,0.08819916,0.8392849,5.31524,8.611695
unresp,U234,Reg01_z227,d5,unresp_U234_Reg01_z227_d5,data_d5.mat,176,ROI176,663.0,785.0,2088,0.12921574051561363,0.07630152825981144,-0.056281495419388476,0.4218086185064922,0.1225468717496577,0.3288870661991036,3,6.0,11.0,0.25616799380085553,0.2992617467568345,63.70134443699742,398.0,0.4218086185064922,-3.063868023039389e-05,0,-0.1890057,0.28436464,0.85057706,4.876019
inh,U412,Reg01_z160,d7,inh_U412_Reg01_z160_d7,data_d7.mat,422,ROI422,150.0,802.0,2088,0.16474832944507053,0.08623678562600132,0.01867317962774904,0.5080292270153315,0.14676184309566767,0.20300693223432115,4,9.0,18.0,0.19406221424033615,0.36126738391966384,6.274493961391474,107.0,0.5080292270153315,-0.00010096890836786565,0,-0.19002125,-0.036827117,2.8793085,1.3500658
inh,U411,Reg03_z167,d7,inh_U411_Reg03_z167_d7,data_d7.mat,247,ROI247,254.0,364.0,2088,0.10884175350079238,0.04898240393403498,-0.020448561268104175,0.39346056372417776,0.10993783293664439,0.22089570420204332,6,6.166666666666667,8.0,0.18991360976095747,0.2835227307875334,30.832956789681717,1043.0,0.39346056372417776,-3.151235281831373e-06,0,-0.24466929,0.25827578,3.4907734,4.499521
inh,U480,Reg01_z195,d3,inh_U480_Reg01_z195_d3,data_d3.mat,194,ROI194,886.0,661.0,2088,0.17232151739306958,0.06584803484148864,-0.02403555885635736,0.4161528818968863,0.14260405123671507,0.29600707651174407,11,5.2727272727272725,8.0,0.2231856269458376,0.2735488306601712,81.79102663268395,726.0,0.4161528818968863,1.0694434573851173e-05,0,-0.13446456,0.27035543,6.7735286,4.1606574
unresp,V529,Reg03_z272,d23,unresp_V529_Reg03_z272_d23,data_d23.mat,341,ROI341,10.0,934.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-10.699612,-1.6348946
inh,U865,Reg01_z117,d11,inh_U865_Reg01_z117_d11,data_d11.mat,78,ROI78,560.0,428.0,2088,0.6760780993274826,1.8858470137415386,-7.336079670894258,17.044406263145678,0.2795008546051919,0.7955307728975601,8,32.0,91.0,5.036170188738035,16.764905408540486,870.8513021962785,582.0,17.044406263145678,-0.001258696094012466,1,2.0544941,-3.099776,12.813185,4.827352
unresp,U863,Reg01_z182,d15,unresp_U863_Reg01_z182_d15,data_d15.mat,202,ROI202,1014.0,495.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,20.76517,24.867342
sham,U411,Reg03_z167,d11,sham_U411_Reg03_z167_d11,data_d11.mat,317,ROI317,665.0,28.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-10.038673,-5.695923
unresp,U664,Reg01_z282,d5,unresp_U664_Reg01_z282_d5,data_d5.mat,117,ROI117,92.0,412.0,2088,0.11358826412591107,0.051157495567588876,-0.07522037827249939,0.29577149411556886,0.10434713470615373,0.2140659805905334,8,8.0,13.0,0.15942895156450373,0.19142435940941513,50.3824262607467,534.0,0.29577149411556886,3.837237338637502e-06,0,-0.21239507,-0.0046806037,4.7900414,2.2295077
unresp,T644,Reg01_z176,d5,unresp_T644_Reg01_z176_d5,data_d5.mat,339,ROI339,608.0,117.0,2088,0.17677436691388496,0.061589531588857695,0.029115953528465698,0.32905569105986965,0.20434352219989488,0.3658040081987324,0,,,,,3.5994874671905923,153.0,0.32905569105986965,2.6116261096050893e-05,0,-0.18295816,0.2587788,13.599461,11.674406
unresp,U664,Reg01_z129,d15,unresp_U664_Reg01_z129_d15,data_d15.mat,248,ROI248,357.0,659.0,2088,0.77186943696168,1.160220358444971,-0.1854196720065455,8.823720687997326,0.5602506218707559,1.8009827466076191,15,11.466666666666667,20.0,4.406516589680231,8.26347006612657,793.0219023094728,1610.0,8.823720687997326,-0.00011614671642255235,2,1.6267089,-0.045529827,9.993846,5.882405
sham,U413,Reg03_z267,d11,sham_U413_Reg03_z267_d11,data_d11.mat,157,ROI157,156.0,473.0,2088,0.15349971282534894,0.20054981021461613,-0.03677127363378123,1.9825905084789766,0.11185799682941767,0.2770813743316179,20,10.8,24.0,0.6203431625849584,1.8707325116495588,134.42172510097043,929.0,1.9825905084789766,-3.7422242878770625e-05,1,0.011105195,-0.603331,11.00895,0.17954218
resp,U545,Reg01_z170,d15,resp_U545_Reg01_z170_d15,data_d15.mat,89,ROI89,556.0,878.0,2088,0.1470757115897731,0.06852927244447375,-0.10503589657631272,0.5285114359866451,0.17006211317480974,0.3479689318238204,1,7.0,7.0,0.35844932281183534,0.35844932281183534,31.119719343886455,918.0,0.5285114359866451,-2.386511776073088e-05,0,-0.19260624,0.34111744,-1.1538337,4.226908
resp,U146,Reg03_z141,d3,resp_U146_Reg03_z141_d3,data_d3.mat,150,ROI150,379.0,497.0,2088,0.23918491427933017,0.27418023798759855,-0.006176025832531818,1.8347314564684258,0.13776459278616715,0.34030228344474966,20,17.85,76.0,0.711624116732568,1.6969668636822588,248.49258623623055,797.0,1.8347314564684258,-0.00014643450888550695,1,0.28088927,-1.975303,12.915391,3.6032596
sham,U411,Reg03_z123,d15,sham_U411_Reg03_z123_d15,data_d15.mat,132,ROI132,789.0,685.0,2088,0.20715979333463302,0.1301005852501507,-0.10680615746896406,0.8239019747299284,0.16528136765650409,0.41079196966421755,4,23.75,71.0,0.4388772203208546,0.6586206070734244,93.61652354147543,1246.0,0.8239019747299284,9.856849270139553e-05,1,0.07657318,-2.029995,12.558732,4.346832
unresp,U848,Reg01_z218,d15,unresp_U848_Reg01_z218_d15,data_d15.mat,217,ROI217,789.0,380.0,2088,0.1708934421873701,0.05888312570291891,0.04497976347992854,0.3754027555323697,0.19000188247810618,0.28378699348024417,3,5.0,8.0,0.15324722492106393,0.1854008730542635,6.316339473612823,310.0,0.3754027555323697,-1.9504706196366387e-05,0,-0.21337557,0.46183768,1.542866,6.8776965
inh,U412,Reg01_z217,d5,inh_U412_Reg01_z217_d5,data_d5.mat,300,ROI300,947.0,156.0,2088,,,,,,,0,,,,,,,,,0,-0.15484765,0.24115185,-4.071864,27.242989
resp,T649,Reg01_z208,d7,resp_T649_Reg01_z208_d7,data_d7.mat,315,ROI315,711.0,276.0,2088,0.15679204183826817,0.04779693639139889,0.013671836474777608,0.29003865220375297,0.12115291511570978,0.25923829115600727,0,,,,,34.190692034373164,800.0,0.29003865220375297,4.805279644259161e-05,0,-0.18702883,0.23010467,14.028498,14.0549345
inh,U411,Reg03_z272,d11,inh_U411_Reg03_z272_d11,data_d11.mat,102,ROI102,411.0,484.0,2088,0.19714517199953221,0.0,0.19714517199953221,0.19714517199953221,0.19714517199953221,0.19714517449953223,0,,,,,0.0,1.0,0.19714517199953221,,0,-0.18559596,0.28799105,12.912967,12.394241
inh,U411,Reg03_z248,d9,inh_U411_Reg03_z248_d9,data_d9.mat,136,ROI136,207.0,139.0,2088,0.12097345776691125,0.026353421583552316,0.05528009674089236,0.1647699541735986,0.12664058972613235,0.17206686356543205,0,,,,,0.33381199398392647,14.0,0.1647699541735986,-0.0005178690521818908,0,-0.26431027,0.21397811,13.122203,13.68487
inh,U480,Reg01_z195,d5,inh_U480_Reg01_z195_d5,data_d5.mat,96,ROI96,563.0,468.0,2088,0.22022167142213864,0.168457869813159,-0.06707477791294751,1.0107152033035456,0.14321814376488876,0.4174860052738151,13,19.0,104.0,0.4399393965973223,0.8674970595386569,201.37199672330536,1771.0,1.0107152033035456,4.3837748897767395e-05,1,0.21836719,-2.432393,13.232707,4.191785
inh,U412,Reg01_z133,d15,inh_U412_Reg01_z133_d15,data_d15.mat,50,ROI50,813.0,308.0,2088,0.16159333919255064,0.08547915171073918,0.01687755477354544,0.8143592326056625,0.16817203036607922,0.32473171371691845,5,16.0,48.0,0.33080012326367936,0.6461872022395833,43.83732693713534,1159.0,0.8143592326056625,-9.10563141636387e-06,1,-0.0761486,-1.0959811,5.887705,-1.7012094
